dataset,id,fp_sol,Address,SolidityVersion,property,SWC,DASP
SolidiFI,Overflow-Underflow-49,4a59c04698042db1d88c51de8ae1e12d,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-5,b7b273dcda5b51a458a63217bc707d65,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-19,ecc174f0c0503ec1b833e6b36c5a2525,,0.5.1,['Unchecked-Send'],[105],[2]
SolidiFI,Overflow-Underflow-50,7dd18fb5fc95fc38b5c7d6442326b074,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-6,93eeb3f33cca12ca238bb958e8b6a15f,,0.5.8,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-13,77f7a4aeb42a2ba25d6b4f38c790d18e,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-2,1f077783b64869c567cbf82382954b7a,,0.5.1,['Unchecked-Send'],[105],[2]
SolidiFI,Overflow-Underflow-7,1b15a0a530394a1ff5768af418ebfecc,,0.5.8,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-14,79423862b1d3535d13dc4a11e8bb4145,,0.5.1,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-21,e43d57a93a3b3c88f95bec0f5070f27b,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-22,6a42f80b124205bd4d78f997d8db5544,,0.5.1,['Unchecked-Send'],[105],[2]
SolidiFI,Overflow-Underflow-8,f0f27a563953c88c95031b53f4bde0dd,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Unhandled-Exceptions-43,0d8fa90a6d3b16bb345153356933a128,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Overflow-Underflow-9,331f0f3635feb0ea21054662ac82a35b,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Re-entrancy-1,21985a992947eae31639ec0add23d5ab,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-23,e7e3f0903fafd53582326a487b1dfdbf,,0.5.2,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-10,3b11e8a8b98e268d189768525b510d1f,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-11,d7394b6244995de43d9542b937675520,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-13,b7467da073c5c80750ad5740fec17c8d,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-24,b6714bfd830a4ab912d6f9919031c632,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-14,9a24ad7a4968e769e3d990259f284c4d,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-44,f8c5b48c550e4b2b594f12daba0a187a,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-15,dde77fad873fc09aca4825971a6bf4ab,,0.5.7,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-16,3ab6356a5eb2c3c14897fc21ed6ebbcb,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-17,39154ab86b53b8e3a39c30b84b130256,,0.5.6,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-25,b08a61486f04d83f87538f14c3ced71f,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-18,7f91af178547eb7e7335d5f6c42f6af1,,0.5.9,['Re-entrancy'],[107],[1]
SolidiFI,Timestamp-Dependency-46,36403a77c219b87b6a07f292f193def0,,0.6.0,['Timestamp-Dependency'],[116],[8]
SolidiFI,Unchecked-Send-26,3a2c9484999ca87c335e8e84801495a7,,0.5.2,['Unchecked-Send'],[105],[2]
SolidiFI,Timestamp-Dependency-6,e3e0de127bf5f06f5bf34ef86c63ef4a,,0.5.8,['Timestamp-Dependency'],[116],[8]
SolidiFI,Re-entrancy-19,a952fd44dcf4befc7e95afb3090d9e5d,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-2,9d024234da3d1e8d51dfc757e20b9d04,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-20,d8fde2db7a33dfd514317f4d1be94f63,,0.5.10,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-27,aeb5d235471b1595ebe5cc4edf30647d,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-48,9c585d2c5fe2448d1903691fc68ce565,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-21,900eb56c1dc83e67fa00d073eb180fea,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-28,6708df2cb52036997e3d6e3dca966109,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-22,1911c4c3b3a9a2814a7b7a52f1de6008,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-23,c3c24082822b14b25b98fa36f3d48677,,0.5.2,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-24,285cfbf16564f663dc5c45587896ac9b,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-45,f1ea473a82f71ea6451d3e101175ffa8,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unchecked-Send-29,1ce0fc02d1818d9abede82a0d7a27e4b,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-25,a2dff7010491759e2c1f399deb139cd4,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-3,9253c4923698d75e40cf4d12f7904106,,0.5.1,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-26,6663c325676a319e17e7376e58fb4157,,0.5.2,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-46,b0943049dac6770c1fb794cfe1e570ba,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unchecked-Send-30,c93667344fa502cc7166f77c5edbfecc,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-28,c155eecdc6d42d9427b489da45d75627,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-31,b0f60b7bb340548ad9dbf64f74a62546,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-29,d8c55cf489dc15c17fcb741619f212a7,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-32,5d96130efb28b2af2d3b5c576ed7ca25,,0.5.7,['Unchecked-Send'],[105],[2]
SolidiFI,Unhandled-Exceptions-47,6e969d0f83987634a95f1fe68df3374e,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-3,a696db482f880685400450a308ac49c7,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-30,59f084f924733e006acde4cee4656330,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-31,7071554947ea73a4bf62a37c06a8cea4,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-48,5f769b7bf671c77637d3129ef6439c07,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-32,dfb5e171d127be05bb85ece327756da5,,0.5.7,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-33,f73768e16680cd9fffd24f529e8a6083,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-49,a02c9b58f83599f1ad9c63fab6b40381,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unhandled-Exceptions-5,1bcbb73f4dd99f5db6ed785dbed8d178,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-34,fc2b88d194347a48a9f16fd4adebace9,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Timestamp-Dependency-20,8a10228deb803c30587f986cd76a4506,,0.5.10,['Timestamp-Dependency'],[116],[8]
SolidiFI,Unchecked-Send-33,b5d33826cf079ca957913c2e96f88ca7,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Unhandled-Exceptions-50,45a7580871f0ad7885cb9cda6b703a82,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unchecked-Send-34,4e20de62cef6ee9903473fd879151107,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-35,89769572e52e5ae1fd945edd1ff81461,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-35,efd7ece9d97357eee3ee7bd746b1c858,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-37,4c2765900748e57527062df0f52b9ee1,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-37,c95eab7cb390c02c35b58527b2853485,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-38,95c4f52086e477c0f2334931a267301d,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-38,ff697b9d3d3c7ced362be9845734ac99,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Unchecked-Send-39,7c54aeadae8d760ba1291576cb5b772a,,0.5.10,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-39,9e03e9536734eb9fb39623f5c5a2956e,,0.5.10,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-6,48118c2b5ab26f5b2aab1b59352547b4,,0.5.8,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-4,327d0766e93e7ebb7ac491447f7d720b,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-7,a972f8fb1fe8d854b46bd92c83f1df55,,0.5.8,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unchecked-Send-4,060542382a402916ceb3e1bf03cde783,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-40,570b1a96f27b35bde1e620a40fba0095,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-40,17e45be609e81cb9ee2903336517ba4a,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-41,1e5b9e324fd9066b6f39c70806045141,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-8,76d397cfc254cc18e83fe06dbbca1f2f,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-9,64a4eb4ded65b90d989f9647eba6723b,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-42,5f3a59643ab181bc0e7a14b0ac1988d3,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-37,88c321d773681d01fa3900117fe3a54a,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-43,6e6653bd9f7cff001d9299f5223dc4fe,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-44,3de769c437cc414f28f0e02f78594a35,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-45,2ef5c829e796b8cd723a49c55dccb39f,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-46,149203d00c4bb5664dda100d6eb2db6b,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-9,711b1efdaa7f1fe246879c249a83a0e7,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,tx.origin-1,50ad1d12b96bf8a745bd022e4923d61e,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-47,735483d61ed5b9d9aa9e31ef8567c988,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-10,2f28752fa3c4e3299b71fb526f3e418a,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,tx.origin-11,b573dbf75be1f453678ff395fed3e2bb,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,tx.origin-12,21b8fffcb1c94110a9972715bd0448ec,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-41,a0d5800d355f5ddf9996def49b835809,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-48,cd5d4b64f56290e306066f132b76be86,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-49,cfd0c3461a7ba813b8ca80c6571d969a,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-5,7af9d31dd83638da9a8d194c4dacd148,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-42,1c75347da7163c0e38239167e91113fb,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,Re-entrancy-50,0ddd1c046d2a572672c87f87e287a176,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-13,8b230929091f012b2f685f913463765c,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-6,4060560a9da63d25233ef2d24076e983,,0.5.8,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-7,82a95267f482b47b5df9f2afc4fa1130,,0.5.8,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-8,9cd90eabda9b6628fe157db2bd97cfd3,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-14,9ccedd24a5af6b4f8fee3633eb19230d,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-1,6cdea8a472db0934dc539f8871e09043,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-10,d8ceb5a3c196aa91cc3d5b9af9994808,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-11,06e98fd1a644fe1e46ff58974127a1bb,,0.5.0,['TOD'],[114],[7]
SolidiFI,tx.origin-15,a56e554f70f96e666567541530fe4e8c,,0.5.7,['tx.origin'],[115],[2]
SolidiFI,tx.origin-16,fea63b3902cc67b80563b0dcc7e46689,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,TOD-12,cb3bc4b930a98627b90df11e69bc5ce4,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-13,aa5aab54dabc58741db51328edd8fc10,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-17,17b002d621d0adb10714b85f9514369d,,0.5.6,['tx.origin'],[115],[2]
SolidiFI,TOD-14,081234acd7c565a6692e5ecd767fa464,,0.5.1,['TOD'],[114],[7]
SolidiFI,tx.origin-18,971deacac2af530ca4d35deac57306b1,,0.5.9,['tx.origin'],[115],[2]
SolidiFI,tx.origin-19,770b07a7de09c7d668c973eeb1a17aaa,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-15,68274dd0420f2a50c800c48696c56aee,,0.5.7,['TOD'],[114],[7]
SolidiFI,tx.origin-2,98a6aaebae6d769ed139c7f6f790b474,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-16,2bf6f5458ef5ebdb9e89b2b723ba2e47,,0.5.11,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-43,d3090b7973f19569d439c7b89a70edb2,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,tx.origin-20,742c15513200feb9973f9d317cc09ffe,,0.5.10,['tx.origin'],[115],[2]
SolidiFI,TOD-17,4b24b03ac448d5a256ace0100f735714,,0.5.6,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-44,a5b655d066fc8e2a560fd8a47e64a759,,0.5.0,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-18,c206245d6caa7135bccfbab9f4404d23,,0.5.9,['TOD'],[114],[7]
SolidiFI,TOD-19,0761a37c97dccdc9d7f9d036e8588207,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-2,844793d78cdf0dc4b986468b38bd8054,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-20,ecb01576c9b028c5be086804a41ced45,,0.5.10,['TOD'],[114],[7]
SolidiFI,tx.origin-21,92cf79d9b486c810a1f9b5cbd3d9da70,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-45,db01c424e00222bde509d610d660670e,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,tx.origin-22,f5894112150c91e93db6c06ac0410e03,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-21,3dadeb7e3c9cea9329b1491b884c0f19,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-22,9cb333ca5facce27e4580220e357f56b,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-23,e2117027860c722f6a93dc1d0f780e09,,0.5.2,['TOD'],[114],[7]
SolidiFI,TOD-24,9c4fa04924122354888396aac1cafade,,0.5.0,['TOD'],[114],[7]
SolidiFI,TOD-25,7ce26a0b3a9e1dbe11700936495160a4,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-26,e086ab2c488d7f2249f72fb0483ee475,,0.5.2,['TOD'],[114],[7]
SolidiFI,tx.origin-23,f5f3ada03ff33a21fc3076639a98db7b,,0.5.2,['tx.origin'],[115],[2]
SolidiFI,TOD-27,cff913efd1c50e4cdc2fe73cd7b49970,,0.5.0,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-46,ff95df5ccdc02f17b277f85d2de38098,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-28,6e7607cdf8963091a078d0d5b37d1421,,0.5.0,['TOD'],[114],[7]
SolidiFI,TOD-29,f6f5761390b70487e0c83a40e75ac9df,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-3,b85717bcac15ccc2af8357c1f523838d,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-30,c32d761855f0c46fd555357d55d2ecf8,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-31,4610d6a3dd35306cb526d351b7ed1dd6,,0.5.11,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-47,b5166d209f43c33796555e744540014c,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-32,2facec13a0d4bfd480faf725405cbcfe,,0.5.7,['TOD'],[114],[7]
SolidiFI,TOD-33,acfa6cdc59e4a9be916229bfe9df007c,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-34,c0a55122072a2af24cff4ed6f967efa4,,0.5.11,['TOD'],[114],[7]
SolidiFI,tx.origin-24,df3d8eee9617b1c68bb8c38e3d6fb568,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,TOD-35,51118a00c4fbf06d8cad50ec7ae50046,,0.5.11,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-49,8e15801d52711194623836be1d326a17,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-37,71223e893a8419dbc61a3f95cd9de5ad,,0.5.0,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-5,7063148d2dc1aede5e8ce5dce4316cdd,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-38,605a12dad3eef98324bdf7934fe8a4f8,,0.5.0,['TOD'],[114],[7]
SolidiFI,TOD-39,8ce8ef620c3c45c764425963c12558d2,,0.5.10,['TOD'],[114],[7]
SolidiFI,TOD-4,b79acb07be86c013a5a860ed1f3df20e,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-40,28afc25008117ec6a81234555124049e,,0.5.0,['TOD'],[114],[7]
SolidiFI,TOD-41,f8d0485a3e66fecddc7d0121314e05e0,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-42,43b3a5495b7c935c55cc97f0d62111b5,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-43,ba2c65a3529f067ab9a620fdfd49e889,,0.5.0,['TOD'],[114],[7]
SolidiFI,tx.origin-25,fa4e06a8d9de5f2273b4da41d83017b6,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-50,246cda85b71ea82251323cce2809dbe3,,0.5.11,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-44,20e59e5e3c572f2ca9615794ce9420af,,0.5.0,['TOD'],[114],[7]
SolidiFI,TOD-45,ab9c2681eb4aa3c242c82fe2da9b938c,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-46,4b764a6ddfa7867814b99051364679d5,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-26,fa95365ad70e58e4fc681ec533bc3d72,,0.5.2,['tx.origin'],[115],[2]
SolidiFI,TOD-47,f405291c759364a521641cee4b2020fd,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-48,2b43ed6272900ff57bdf55da0d054ebf,,0.5.11,['TOD'],[114],[7]
SolidiFI,tx.origin-27,1bd057d453253eb65727796e2634a5a0,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,TOD-49,3ec58b50218ca4edd662d9a2143eedbc,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-5,3154c61c2a42e95aa1ca74a63505f8f2,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-28,86be690ed3a12807dbbcd28fbc7d75ad,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,TOD-50,c2b1bcb2fd86143a07872d286e7551d1,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-6,54dfb393344c462d17b72a47ced70b19,,0.5.8,['TOD'],[114],[7]
SolidiFI,tx.origin-29,8741cffb5d6e4460bda77cf0b8bfaa23,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-6,a0bcbd45efed6f24f48ff9bd7c2994b2,,0.5.8,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-7,6be598f09a0e93dc82035710ef495e1f,,0.5.8,['TOD'],[114],[7]
SolidiFI,Unchecked-Send-7,f9d512951971f39f93ab2906babb9a6e,,0.5.8,['Unchecked-Send'],[105],[2]
SolidiFI,tx.origin-3,76316d24f4f4733bceaeec609a9a7381,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-8,68bdd5a3cd8dc7afa31e318cf67e1fbd,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,TOD-8,bac37773ed7fc5b30ac7b57874456124,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-30,69e71942685a78cfa490692eb5706150,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,tx.origin-31,7c4f6b98c76ade4d81f02cec242a2d1a,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,tx.origin-32,06c72a09a66dc22c9898ab9ca5cdaae9,,0.5.7,['tx.origin'],[115],[2]
SolidiFI,TOD-9,926954db34f2d719cc012f2e96922056,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-34,319642dfcda3ff8b8d46c4eb6dd207ad,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-9,e2dda0c9e522b33850e617d356b85d16,,0.6.0,['Unchecked-Send'],[105],[2]
SolidiFI,tx.origin-35,1d89df53144c08b845b4fc9facfe34ef,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unhandled-Exceptions-1,7850615f130d45c454a41adab0839920,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,tx.origin-37,b01cef0ea59256ae16256201636213dd,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,tx.origin-38,eea2bcc967b723b1b073baf1b6f6c78a,,0.5.0,['tx.origin'],[115],[2]
