contractAddress,Slither_Labels,Slither_AnalysisTime,Slither_SWC_Code,Slither_SWC_Title,Slither_DASP_Rank,Slither_DASP_Title
17b9b05e6a5a9ebc217790cca9af537d,"['arbitrary-send-eth', 'controlled-array-length', 'weak-prng', 'uninitialized-state', 'constant-function-state', 'divide-before-multiply', 'incorrect-equality', 'timestamp', 'deprecated-standards', 'solc-version', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'cache-array-length', 'constable-states']",.407271161,"[105.0, 120.0, 124.0, 116.0, 107.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'Write to Arbitrary Storage Location', 'Block values as a proxy for time', 'Reentrancy', 'Presence of unused variables']","[2.0, 6.0, 8.0, 1.0, 10.0]","['Access Control', 'Bad Randomness', 'Time manipulation', 'Reentrancy', 'Unknown Unknowns']"
5b2d5d9f0b175c925807af7945344b72,"['constant-function-asm', 'reentrancy-benign', 'reentrancy-events', 'assembly', 'pragma', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.547348944,"[107.0, 103.0, 131.0]","['Reentrancy', 'Floating Pragma', 'Presence of unused variables']","[1.0, 10.0]","['Reentrancy', 'Unknown Unknowns']"
ebf9a12353f50c3020be7a9e435cccd4,"['deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.305345943,[],[],[],[]
dfb5e171d127be05bb85ece327756da5,"['arbitrary-send-eth', 'reentrancy-eth', 'solc-version', 'low-level-calls', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'too-many-digits', 'constable-states']",.487445634,"[105.0, 107.0, 104.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Unchecked Call Return Value']","[2.0, 1.0, 4.0]","['Access Control', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
7dd18947d3efac54b62c6a39ba041466,['solc-version'],.281120949,[],[],[],[]
ec3a556742f883e7d185dc9d92b2e517,"['reentrancy-events', 'solc-version', 'low-level-calls', 'naming-convention', 'cache-array-length', 'external-function']",.368018610,"[107.0, 104.0]","['Reentrancy', 'Unchecked Call Return Value']","[1.0, 4.0]","['Reentrancy', 'Unchecked Return Values For Low Level Calls']"
965d1c5fdf46282f799cc3bb7e29770d,"['events-access', 'boolean-equal', 'dead-code', 'solc-version', 'naming-convention']",.375276965,[],[],[],[]
c95eab7cb390c02c35b58527b2853485,"['arbitrary-send-eth', 'reentrancy-eth', 'missing-zero-check', 'solc-version', 'low-level-calls', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'too-many-digits', 'unimplemented-functions', 'external-function']",.604409138,"[105.0, 107.0, 104.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Unchecked Call Return Value']","[2.0, 1.0, 4.0]","['Access Control', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
51b82cd091f192493f43dd2934e1b2fc,"['constant-function-asm', 'divide-before-multiply', 'erc20-interface', 'reentrancy-no-eth', 'events-access', 'events-maths', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'assembly', 'boolean-equal', 'pragma', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",4.445105795,"[107.0, 105.0, 103.0, 131.0]","['Reentrancy', 'Unprotected Ether Withdrawal', 'Floating Pragma', 'Presence of unused variables']","[1.0, 2.0, 10.0]","['Reentrancy', 'Access Control', 'Unknown Unknowns']"
d13fdf3c09cdc6be10c4a23c84872801,"['tautology', 'missing-zero-check', 'timestamp', 'dead-code', 'solc-version', 'naming-convention', 'similar-names', 'too-many-digits', 'unimplemented-functions', 'external-function']",.458449503,"[105.0, 116.0]","['Unprotected Ether Withdrawal', 'Block values as a proxy for time']","[2.0, 8.0]","['Access Control', 'Time manipulation']"
25da2b1b1e77bba58cf234eac71ad996,"['costly-loop', 'solc-version']",.291740015,[],[],[],[]
dfa832e10daf56a32699db3250437f77,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'boolean-equal', 'function-init-state', 'solc-version', 'naming-convention', 'too-many-digits']",.370726072,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
f643dbc3bfb94b20c1b275ca79c8646e,"['solc-version', 'naming-convention']",.270463914,[],[],[],[]
36a8d214d776783849bbd6c36d8efd3c,"['constant-function-asm', 'reentrancy-no-eth', 'uninitialized-local', 'unused-return', 'events-maths', 'missing-zero-check', 'reentrancy-benign', 'assembly', 'boolean-equal', 'dead-code', 'solc-version', 'naming-convention', 'redundant-statements', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",2.563309041,"[107.0, 104.0, 105.0, 131.0]","['Reentrancy', 'Unchecked Call Return Value', 'Unprotected Ether Withdrawal', 'Presence of unused variables']","[1.0, 4.0, 2.0, 10.0]","['Reentrancy', 'Unchecked Return Values For Low Level Calls', 'Access Control', 'Unknown Unknowns']"
01dd4a2eacf1f751bcf9070bca20c3a2,"['arbitrary-send-eth', 'unused-return', 'reentrancy-benign', 'boolean-equal', 'solc-version', 'naming-convention', 'similar-names', 'constable-states']",.370100026,"[105.0, 104.0, 107.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value', 'Reentrancy']","[2.0, 4.0, 1.0]","['Access Control', 'Unchecked Return Values For Low Level Calls', 'Reentrancy']"
486df61daddf1427e8c3271b508d554a,"['missing-zero-check', 'solc-version', 'naming-convention', 'external-function']",.301533897,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
43b3a5495b7c935c55cc97f0d62111b5,"['uninitialized-state', 'reentrancy-no-eth', 'events-maths', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'timestamp', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'unimplemented-functions', 'constable-states']",.542689843,"[124.0, 107.0, 105.0, 116.0]","['Write to Arbitrary Storage Location', 'Reentrancy', 'Unprotected Ether Withdrawal', 'Block values as a proxy for time']","[2.0, 1.0, 8.0]","['Access Control', 'Reentrancy', 'Time manipulation']"
6b6a8dfd8e972fc8210eb8c8350036d3,"['deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'too-many-digits', 'erc20-indexed', 'unused-state', 'constable-states', 'external-function']",.322968216,"[104.0, 131.0]","['Unchecked Call Return Value', 'Presence of unused variables']","[4.0, 10.0]","['Unchecked Return Values For Low Level Calls', 'Unknown Unknowns']"
b20557f8492c066371c4b71436181689,"['locked-ether', 'solc-version', 'naming-convention']",.426144208,[132.0],['Unexpected Ether balance'],[5.0],['DoS']
814a9f9ceedc8c5059d301ce58bc3a51,"['arbitrary-send-eth', 'unchecked-lowlevel', 'missing-zero-check', 'solc-version', 'low-level-calls', 'naming-convention', 'external-function']",.290557494,"[105.0, 104.0]","['Unprotected Ether Withdrawal', 'Unchecked Call Return Value']","[2.0, 4.0]","['Access Control', 'Unchecked Return Values For Low Level Calls']"
82f07116ae65b2cfbb79bb9b0b985a56,"['erc20-interface', 'deprecated-standards', 'solc-version', 'naming-convention', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.296675274,[131.0],['Presence of unused variables'],[10.0],['Unknown Unknowns']
2596839d2345f66c2722d4cfed4eec5e,"['solc-version', 'naming-convention']",.288619528,[],[],[],[]
937fce5301f17228271e13f48fc9ac89,"['uninitialized-state', 'boolean-equal', 'solc-version', 'naming-convention', 'constable-states']",.288614983,[124.0],['Write to Arbitrary Storage Location'],[2.0],['Access Control']
196fdafa09f4801b6d5ff867976a19c3,"['arbitrary-send-eth', 'weak-prng', 'incorrect-equality', 'uninitialized-local', 'timestamp', 'dead-code', 'solc-version', 'naming-convention', 'similar-names', 'unused-state', 'constable-states']",.590108434,"[105.0, 120.0, 116.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'Block values as a proxy for time', 'Presence of unused variables']","[2.0, 6.0, 8.0, 10.0]","['Access Control', 'Bad Randomness', 'Time manipulation', 'Unknown Unknowns']"
d8fde2db7a33dfd514317f4d1be94f63,"['arbitrary-send-eth', 'reentrancy-eth', 'shadowing-abstract', 'missing-zero-check', 'solc-version', 'low-level-calls', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'unimplemented-functions', 'constable-states']",.620790792,"[105.0, 107.0, 119.0, 104.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Shadowing State Variables', 'Unchecked Call Return Value']","[2.0, 1.0, 10.0, 4.0]","['Access Control', 'Reentrancy', 'Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
91839164afb8f5cca082e9b4bf03d43d,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'boolean-equal', 'costly-loop', 'function-init-state', 'solc-version', 'naming-convention', 'too-many-digits', 'external-function']",.409075117,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
98a6aaebae6d769ed139c7f6f790b474,"['arbitrary-send-eth', 'tx-origin', 'missing-zero-check', 'solc-version', 'naming-convention', 'similar-names', 'too-many-digits', 'external-function']",.369629795,"[105.0, 115.0]","['Unprotected Ether Withdrawal', 'Authorization through tx.origin']",[2.0],['Access Control']
0eb1fc37f587269ee4b223e2eb439acc,"['uninitialized-local', 'reentrancy-events', 'assembly', 'dead-code', 'deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.356278651,[107.0],['Reentrancy'],[1.0],['Reentrancy']
b79acb07be86c013a5a860ed1f3df20e,"['uninitialized-state', 'events-maths', 'timestamp', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'too-many-digits', 'constable-states']",.495239097,"[124.0, 116.0, 107.0]","['Write to Arbitrary Storage Location', 'Block values as a proxy for time', 'Reentrancy']","[2.0, 8.0, 1.0]","['Access Control', 'Time manipulation', 'Reentrancy']"
feb17ef91c400af0157e66dab2d90ec9,"['reentrancy-no-eth', 'shadowing-abstract', 'tautology', 'unchecked-lowlevel', 'uninitialized-local', 'calls-loop', 'reentrancy-events', 'assembly', 'boolean-equal', 'deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'too-many-digits', 'unused-state', 'constable-states', 'external-function']",.396353432,"[107.0, 119.0, 104.0, 113.0, 131.0]","['Reentrancy', 'Shadowing State Variables', 'Unchecked Call Return Value', 'DoS with Failed Call', 'Presence of unused variables']","[1.0, 10.0, 4.0, 5.0]","['Reentrancy', 'Unknown Unknowns', 'Unchecked Return Values For Low Level Calls', 'DoS']"
362ebb645a4a9974a6fc143867e8ed3e,"['missing-zero-check', 'solc-version', 'naming-convention']",.283095046,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
0761a37c97dccdc9d7f9d036e8588207,"['uninitialized-state', 'events-access', 'events-maths', 'missing-zero-check', 'dead-code', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'constable-states']",.588597322,"[124.0, 105.0, 107.0]","['Write to Arbitrary Storage Location', 'Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
168c5801595d4c0592a76a52a2638e0e,"['weak-prng', 'divide-before-multiply', 'incorrect-equality', 'uninitialized-local', 'calls-loop', 'timestamp', 'costly-loop', 'deprecated-standards', 'solc-version', 'reentrancy-unlimited-gas', 'too-many-digits', 'constable-states']",.355996236,"[120.0, 113.0, 116.0, 107.0]","['Weak Sources of Randomness from Chain Attributes', 'DoS with Failed Call', 'Block values as a proxy for time', 'Reentrancy']","[6.0, 5.0, 8.0, 1.0]","['Bad Randomness', 'DoS', 'Time manipulation', 'Reentrancy']"
21710e27b1c3edac6f77eab471f72c08,"['unchecked-transfer', 'constant-function-asm', 'reentrancy-no-eth', 'shadowing-local', 'events-access', 'missing-zero-check', 'reentrancy-events', 'assembly', 'solc-version', 'naming-convention', 'constable-states', 'external-function']",.524834229,"[104.0, 107.0, 119.0, 105.0]","['Unchecked Call Return Value', 'Reentrancy', 'Shadowing State Variables', 'Unprotected Ether Withdrawal']","[4.0, 1.0, 10.0, 2.0]","['Unchecked Return Values For Low Level Calls', 'Reentrancy', 'Unknown Unknowns', 'Access Control']"
b8b90e17d4c41be7659648aa3d1ba7f6,['solc-version'],.283011472,[],[],[],[]
fcdd06c3d73f2425c50916d0116ae936,"['unchecked-transfer', 'constant-function-asm', 'shadowing-local', 'events-access', 'missing-zero-check', 'reentrancy-events', 'assembly', 'solc-version', 'naming-convention', 'constable-states', 'external-function']",.422085241,"[104.0, 119.0, 105.0, 107.0]","['Unchecked Call Return Value', 'Shadowing State Variables', 'Unprotected Ether Withdrawal', 'Reentrancy']","[4.0, 10.0, 2.0, 1.0]","['Unchecked Return Values For Low Level Calls', 'Unknown Unknowns', 'Access Control', 'Reentrancy']"
0689868d0f2bb3d567f68060207b0c84,"['erc20-interface', 'reentrancy-no-eth', 'shadowing-local', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'deprecated-standards', 'solc-version', 'naming-convention', 'unused-state', 'constable-states', 'external-function']",.381940452,"[107.0, 119.0, 105.0, 131.0]","['Reentrancy', 'Shadowing State Variables', 'Unprotected Ether Withdrawal', 'Presence of unused variables']","[1.0, 10.0, 2.0]","['Reentrancy', 'Unknown Unknowns', 'Access Control']"
eeb8a715772f7bb64bc4c900eb83b124,"['controlled-array-length', 'divide-before-multiply', 'shadowing-abstract', 'write-after-write', 'events-access', 'events-maths', 'timestamp', 'dead-code', 'solc-version', 'naming-convention', 'constable-states', 'external-function']",.440458867,"[119.0, 116.0]","['Shadowing State Variables', 'Block values as a proxy for time']","[10.0, 8.0]","['Unknown Unknowns', 'Time manipulation']"
7f952b5e12ba42f73e89998f14c1c7f6,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'timestamp', 'boolean-equal', 'costly-loop', 'cyclomatic-complexity', 'dead-code', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states']",.533392809,"[119.0, 116.0]","['Shadowing State Variables', 'Block values as a proxy for time']","[10.0, 8.0]","['Unknown Unknowns', 'Time manipulation']"
5ed7a351b37a1f783a692e7711c97fa2,"['boolean-equal', 'deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.382151099,[],[],[],[]
7167040d12494e69e1c42de4b0f8bea2,"['events-maths', 'missing-zero-check', 'solc-version', 'naming-convention']",.290764922,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
48c0387aafc434bc6f6109af85a22e87,"['missing-zero-check', 'solc-version', 'naming-convention', 'external-function']",.297381169,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
967ce62c4cc1c383c19f985120904af9,"['divide-before-multiply', 'shadowing-abstract', 'events-access', 'boolean-equal', 'function-init-state', 'solc-version', 'naming-convention', 'too-many-digits']",.391952579,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
2ad455fca27f80c82c8003151942be9a,"['arbitrary-send-eth', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'constable-states']",.297286852,"[105.0, 107.0]","['Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
a165ee7c076de1c22d895f6e6073b589,"['arbitrary-send-eth', 'reentrancy-events', 'deprecated-standards', 'solc-version', 'low-level-calls']",.306418889,"[105.0, 107.0, 104.0]","['Unprotected Ether Withdrawal', 'Reentrancy', 'Unchecked Call Return Value']","[2.0, 1.0, 4.0]","['Access Control', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
1cf4ed67642a496429b5e106368e4a23,"['shadowing-state', 'solc-version']",.294121209,[119.0],['Shadowing State Variables'],[10.0],['Unknown Unknowns']
698fe22adf47361ab45d0d3fc6a93c56,"['constant-function-asm', 'divide-before-multiply', 'missing-zero-check', 'assembly', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas']",.342949641,"[105.0, 107.0]","['Unprotected Ether Withdrawal', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
01d6874c297e4148ee3263503ff762b8,"['erc20-interface', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states', 'external-function']",.326797979,[],[],[],[]
6ff3f276e05c6d074f0a187cca966738,"['arbitrary-send-eth', 'weak-prng', 'incorrect-equality', 'uninitialized-local', 'missing-zero-check', 'timestamp', 'solc-version', 'naming-convention', 'similar-names', 'unused-state']",.528146771,"[105.0, 120.0, 116.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'Block values as a proxy for time', 'Presence of unused variables']","[2.0, 6.0, 8.0, 10.0]","['Access Control', 'Bad Randomness', 'Time manipulation', 'Unknown Unknowns']"
cd3bbc46c2f6bec35d23c8b660bf901a,"['deprecated-standards', 'solc-version', 'naming-convention', 'external-function']",.288406558,[],[],[],[]
e035e825d28b503493e822254b0a89ae,"['arbitrary-send-eth', 'solc-version', 'naming-convention', 'external-function']",.311279714,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
feab7240252dbd4790990a2e68935e12,"['solc-version', 'naming-convention', 'external-function']",.286917099,[],[],[],[]
65f9a69efef994274c0cc42977a85bd9,"['weak-prng', 'divide-before-multiply', 'incorrect-equality', 'timestamp', 'deprecated-standards', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'too-many-digits', 'constable-states']",.445075983,"[120.0, 116.0, 107.0]","['Weak Sources of Randomness from Chain Attributes', 'Block values as a proxy for time', 'Reentrancy']","[6.0, 8.0, 1.0]","['Bad Randomness', 'Time manipulation', 'Reentrancy']"
0915cc5a3af79fd77f0e6fa6f9cea662,"['erc20-interface', 'solc-version', 'naming-convention', 'too-many-digits', 'constable-states']",.331012991,[],[],[],[]
c420d62262bfa2887901c07236c1d959,"['missing-zero-check', 'solc-version', 'naming-convention', 'external-function']",.280393413,[105.0],['Unprotected Ether Withdrawal'],[2.0],['Access Control']
0dbc325aa6f6923e3a4a925e3830c38a,"['arbitrary-send-erc20', 'arbitrary-send-eth', 'weak-prng', 'reentrancy-eth', 'incorrect-equality', 'uninitialized-local', 'events-access', 'missing-zero-check', 'calls-loop', 'reentrancy-events', 'timestamp', 'boolean-equal', 'dead-code', 'solc-version', 'low-level-calls', 'naming-convention', 'similar-names', 'unimplemented-functions', 'unused-state', 'external-function']",.692171151,"[105.0, 120.0, 107.0, 113.0, 116.0, 104.0, 131.0]","['Unprotected Ether Withdrawal', 'Weak Sources of Randomness from Chain Attributes', 'Reentrancy', 'DoS with Failed Call', 'Block values as a proxy for time', 'Unchecked Call Return Value', 'Presence of unused variables']","[2.0, 6.0, 1.0, 5.0, 8.0, 4.0, 10.0]","['Access Control', 'Bad Randomness', 'Reentrancy', 'DoS', 'Time manipulation', 'Unchecked Return Values For Low Level Calls', 'Unknown Unknowns']"
2906b81bd1cfedb11b52f75ca551985e,"['suicidal', 'reentrancy-no-eth', 'missing-zero-check', 'reentrancy-benign', 'reentrancy-events', 'solc-version', 'naming-convention']",.339039893,"[106.0, 107.0, 105.0]","['Unprotected SELFDESTRUCT Instruction', 'Reentrancy', 'Unprotected Ether Withdrawal']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
d099798ce13d85be5a7c3ba32762a326,"['tautology', 'solc-version', 'naming-convention']",.290779467,[],[],[],[]
70aba84981c52bbc3c9bb6dde5a2b5bb,"['incorrect-equality', 'shadowing-local', 'deprecated-standards', 'function-init-state', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'unused-state', 'constable-states']",.321447405,"[119.0, 107.0, 131.0]","['Shadowing State Variables', 'Reentrancy', 'Presence of unused variables']","[10.0, 1.0]","['Unknown Unknowns', 'Reentrancy']"
b85717bcac15ccc2af8357c1f523838d,"['uninitialized-state', 'events-maths', 'solc-version', 'naming-convention', 'reentrancy-unlimited-gas', 'similar-names', 'too-many-digits', 'constable-states', 'external-function']",.485466195,"[124.0, 107.0]","['Write to Arbitrary Storage Location', 'Reentrancy']","[2.0, 1.0]","['Access Control', 'Reentrancy']"
8946eeeafec2cc7c5ca9b5e50cd3e3e2,"['uninitialized-state', 'constant-function-asm', 'uninitialized-local', 'shadowing-local', 'incorrect-modifier', 'reentrancy-benign', 'reentrancy-events', 'assembly', 'dead-code', 'deprecated-standards', 'solc-version', 'low-level-calls', 'naming-convention', 'unimplemented-functions', 'unused-state', 'constable-states', 'external-function']",.497874791,"[124.0, 119.0, 107.0, 104.0, 131.0]","['Write to Arbitrary Storage Location', 'Shadowing State Variables', 'Reentrancy', 'Unchecked Call Return Value', 'Presence of unused variables']","[2.0, 10.0, 1.0, 4.0]","['Access Control', 'Unknown Unknowns', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
