id,Tools,DASP,1,1_AtLeastOne,1_Majority,1_Threshold,2,2_AtLeastOne,2_Majority,2_Threshold,3,3_AtLeastOne,3_Majority,3_Threshold,4,4_AtLeastOne,4_Majority,4_Threshold,5,5_AtLeastOne,5_Majority,5_Threshold,6,6_AtLeastOne,6_Majority,6_Threshold,7,7_AtLeastOne,7_Majority,7_Threshold,8,8_AtLeastOne,8_Majority,8_Threshold,9,9_AtLeastOne,9_Majority,9_Threshold,10,10_AtLeastOne,10_Majority,10_Threshold
0222f84964a3db6d24ca1b21b09fa6f1,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 4.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
023f3948c8f45b566e362749fd58f978,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 3, 4.0, 5, 10.0]","[0, 1, 1]",1,1,1,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
02ac467d36c41e3add349a89aa3b60ff,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
02e245938145d2e3e48d467248445a9a,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 4.0, 6]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 1]",1,0,0,"[0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
032cf60cd0f1caefc33e33f687f018ff,"['Semgrep', 'MAIAN', 'Solhint', 'Mythril']","[8, 1, 10.0]","[0, 1]",1,0,1,"[0, 0, 0, 0]",0,0,0,[0],0,0,0,"[0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0]",0,0,0,[],,,,"[0, 1]",1,0,1,[],,,,"[0, 1, 1]",1,1,1
0345fd45c66b19acd3d1ea62659fe7c6,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 4.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0, 0]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
037b28dd4a4145b2363c3e823896d5ba,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 4.0, 5.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 1, 0]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
038fd9b9bdfc5609cc410cc8f022da05,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 10.0, 2.0]","[0, 1, 0]",1,0,0,"[0, 0, 0, 1, 0, 0]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
039204deeed2612d8cec03eb9be3d5ac,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
03aa8321f3609a299aa0cde2ee8a8e3b,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2, 3.0, 5.0, 8.0, 10.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 1]",1,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 1, 0]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
03cb12826f2844106216a23484264edf,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 3, 4.0, 5.0, 8.0, 10.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0, 1]",1,0,0,"[0, 0, 1]",1,0,0,"[0, 1, 0]",1,0,0,"[0, 1, 0]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
03d0baf5a3e31dda5d1efe05d40658d8,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
03db73cf0a20259b803a8b76d4f08a93,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 5]","[0, 0, 0]",0,0,0,"[1, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
03dd87f7eb98c47880114e522233a79c,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 3]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
04045504816e9b4137a6838c8a53dde4,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 4.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
0414ecc31e3039518177942a1ac278ae,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 2.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
04260850c2b912fffccfdf966c6d5be8,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 2.0, 5]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
0450981ed4e1a1aae348f25d6c0d44f5,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[8, 1.0, 10.0]","[0, 1, 0]",1,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1]",1,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
04a8004f4d161150f9a5bad912ea1df3,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
05057cb9bac7510bfde2597050d4b36e,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 3]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
050d9b669e0a36a25d8bcdfdab64cc2d,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 3, 5.0, 8.0, 10.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0, 0]",1,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 1, 0]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
0560aa97c1cfa7d21268ac72dbfe6c53,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[8, 10.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1]",1,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
056e44e7eb5f00cae045e0b5a34b9c3d,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 2.0, 3.0, 4.0, 8, 10.0]","[0, 1, 1]",1,1,1,"[0, 0, 0, 1, 0, 1]",1,0,0,"[0, 1, 1]",1,1,1,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1]",1,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
0577326ac4a685c6148dde8eac56236f,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
05a16bca48750b9ea9e52f8412b4cf63,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
05c3997da5f9cc17542746ebfc98afcd,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[8.0, 3.0, 2.0, 10]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 1]",1,0,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[1, 1, 1, 1]",1,1,1
05fecfbf66b19b64ef7b468b71052fd5,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 2.0, 3, 4.0, 5, 6.0, 10.0]","[0, 1, 1]",1,1,1,"[0, 0, 0, 1, 1, 1]",1,0,1,"[0, 0, 1]",1,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 1]",1,0,0,"[0, 1, 0]",1,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
0604b890264f54a43360077307c8be7f,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']",[10],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[1, 0, 1, 1]",1,1,1
060542382a402916ceb3e1bf03cde783,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[8.0, 10.0, 2.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
0613172bdabca2110b68a474022387b6,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']",[10.0],"[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
06143d888209369c24b41735d14a9379,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 3]","[0, 0, 0]",0,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
062a6dad6b11f3c60a7bb9e37d0276d5,"['Semgrep', 'MAIAN', 'Solhint', 'Mythril']",[10],"[0, 0]",0,0,0,"[0, 0, 0, 0]",0,0,0,[0],0,0,0,"[0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0]",0,0,0,[],,,,"[0, 0]",0,0,0,[],,,,"[0, 0, 1]",1,0,0
0631b0de9a3a0e8bfa7461055a38f15f,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 4.0]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0, 0]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
065526a92fb1c30e80e23513f3d39611,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0]","[0, 0, 0]",0,0,0,"[1, 0, 0, 0, 1, 1]",1,0,1,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
0656292491c3f9c8b491925d00b04d75,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[8.0, 1.0, 10.0, 5.0]","[0, 1, 0]",1,0,0,"[0, 0, 0, 0, 0]",0,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[1, 0, 0]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
0689868d0f2bb3d567f68060207b0c84,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 10.0, 2.0]","[0, 1, 0]",1,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
06c72a09a66dc22c9898ab9ca5cdaae9,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[10.0, 2.0, 4]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 1, 1]",1,0,1,"[0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
06ca816b56fd8da9526f896dfd3f135d,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 2.0, 4.0, 5.0, 8.0, 10.0]","[0, 1, 0]",1,0,0,"[0, 0, 0, 1, 0, 0]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 1, 0]",1,0,0,"[0, 1, 1]",1,1,1,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
06e98fd1a644fe1e46ff58974127a1bb,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[1.0, 10.0, 2.0]","[0, 1, 1]",1,1,1,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 1, 1, 1]",1,1,1
072123a8f7b1dc7bd849ebe6b9dd80d9,"['Slither', 'MAIAN', 'VeriSmart', 'Solhint', 'Mythril', 'Semgrep']","[8, 1.0, 10.0, 3]","[0, 1, 0]",1,0,0,"[0, 0, 0, 0, 0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,"[0, 0, 0]",0,0,0,[],,,,"[1, 1, 1]",1,1,1,[],,,,"[0, 1, 1, 1]",1,1,1
0758f5676748686e276b507b607f3d35,"['Slither', 'MAIAN', 'Solhint', 'Mythril', 'Semgrep']","[2.0, 10.0, 4, 5]","[0, 0, 0]",0,0,0,"[0, 0, 0, 1, 0]",1,0,0,"[0, 0]",0,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 1]",1,0,0,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 0]",0,0,0,[],,,,"[0, 0, 1, 1]",1,0,1
