contractAddress,Semgrep_Labels,Semgrep_AnalysisTime,Semgrep_SWC_Code,Semgrep_SWC_Title,Semgrep_DASP_Rank,Semgrep_DASP_Title
03d0baf5a3e31dda5d1efe05d40658d8,safe,1.8263945579528809,[],[],[],[]
03db73cf0a20259b803a8b76d4f08a93,['inefficient_state_variable_increment'],1.972851037979126,[],[],[],[]
03dd87f7eb98c47880114e522233a79c,safe,1.5164027214050293,[],[],[],[]
04045504816e9b4137a6838c8a53dde4,safe,1.5929980278015137,[],[],[],[]
0414ecc31e3039518177942a1ac278ae,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.6862802505493164,[],[],[],[]
04260850c2b912fffccfdf966c6d5be8,['use_nested_if'],2.034017562866211,[],[],[],[]
0450981ed4e1a1aae348f25d6c0d44f5,"['use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",2.0098464488983154,[],[],[],[]
04a8004f4d161150f9a5bad912ea1df3,['init_variables_with_default_value'],1.728830337524414,[],[],[],[]
05057cb9bac7510bfde2597050d4b36e,['use_ownable2step'],1.9839942455291748,[],[],[],[]
050d9b669e0a36a25d8bcdfdab64cc2d,"['init_variables_with_default_value', 'state_variable_read_in_a_loop', 'use_nested_if']",2.033468723297119,[],[],[],[]
0560aa97c1cfa7d21268ac72dbfe6c53,safe,1.9238872528076167,[],[],[],[]
056e44e7eb5f00cae045e0b5a34b9c3d,"['inefficient_state_variable_increment', 'use_prefix_increment_not_postfix']",1.5698180198669434,[],[],[],[]
0577326ac4a685c6148dde8eac56236f,safe,1.8939573764801023,[],[],[],[]
05a16bca48750b9ea9e52f8412b4cf63,"['non_payable_constructor', 'use_custom_error_not_require', 'use_short_revert_string']",1.620415210723877,[],[],[],[]
05c3997da5f9cc17542746ebfc98afcd,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_ownable2step', 'use_prefix_increment_not_postfix']",2.032651901245117,[],[],[],[]
05fecfbf66b19b64ef7b468b71052fd5,"['array_length_outside_loop', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_custom_error_not_require', 'use_nested_if', 'use_ownable2step', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.7850408554077148,[],[],[],[]
0604b890264f54a43360077307c8be7f,safe,4.049165010452271,[],[],[],[]
060542382a402916ceb3e1bf03cde783,['non_payable_constructor'],1.6558663845062256,[],[],[],[]
0613172bdabca2110b68a474022387b6,safe,1.5284857749938965,[],[],[],[]
06143d888209369c24b41735d14a9379,"['init_variables_with_default_value', 'use_nested_if', 'use_ownable2step']",1.6458165645599363,[],[],[],[]
062a6dad6b11f3c60a7bb9e37d0276d5,safe,1.8456039428710935,[],[],[],[]
0631b0de9a3a0e8bfa7461055a38f15f,safe,1.891933917999268,[],[],[],[]
065526a92fb1c30e80e23513f3d39611,['use_nested_if'],2.041598320007324,[],[],[],[]
0656292491c3f9c8b491925d00b04d75,"['unnecessary_checked_arithmetic_in_loop', 'use_prefix_increment_not_postfix']",1.639472484588623,[],[],[],[]
0689868d0f2bb3d567f68060207b0c84,"['inefficient_state_variable_increment', 'init_variables_with_default_value', 'use_nested_if']",1.585256814956665,[],[],[],[]
06c72a09a66dc22c9898ab9ca5cdaae9,"['non_payable_constructor', 'use_custom_error_not_require']",1.83899450302124,[],[],[],[]
06ca816b56fd8da9526f896dfd3f135d,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.0939786434173584,[],[],[],[]
06e98fd1a644fe1e46ff58974127a1bb,"['init_variables_with_default_value', 'non_payable_constructor']",1.6551895141601562,[],[],[],[]
072123a8f7b1dc7bd849ebe6b9dd80d9,"['init_variables_with_default_value', 'use_nested_if', 'use_ownable2step']",1.6436598300933838,[],[],[],[]
0758f5676748686e276b507b607f3d35,safe,1.5111653804779053,[],[],[],[]
07601b034f8e36319188e57a49bd5ce8,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_prefix_increment_not_postfix']",2.1710634231567383,[],[],[],[]
0761a37c97dccdc9d7f9d036e8588207,"['init_variables_with_default_value', 'non_payable_constructor', 'use_custom_error_not_require']",2.05438494682312,[],[],[],[]
07645408707f4f4bf4775fa41370f6f9,['non_payable_constructor'],1.962456464767456,[],[],[],[]
078b9c7ae51ff2ab0c3619cc94a6900a,['use_multiple_require'],1.7380290031433103,[],[],[],[]
07a549b14805e8b9b1e5ad1445ec4c87,"['inefficient_state_variable_increment', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_prefix_increment_not_postfix']",2.0127298831939697,[],[],[],[]
07cbb747e4b2a4a9e71c59cb8b75cb33,"['array_length_outside_loop', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9291436672210691,[],[],[],[]
07dfae0441fd39d7c11c113600f30091,"['array_length_outside_loop', 'init_variables_with_default_value', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_custom_error_not_require', 'use_multiple_require']",1.979729413986206,[],[],[],[]
07e178810f331d9443ca152241111e46,safe,1.86646032333374,[],[],[],[]
0805ef8166adf1ace157ce8006233e05,"['array_length_outside_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",2.042907953262329,[],[],[],[]
080c2fe0268e8167dcfd7ddb008bdee5,safe,1.5281944274902344,[],[],[],[]
081234acd7c565a6692e5ecd767fa464,"['init_variables_with_default_value', 'non_payable_constructor']",2.0270678997039795,[],[],[],[]
0814bc7337c9aea7604bcf1e34602eec,['non_payable_constructor'],3.0107128620147705,[],[],[],[]
081d9a5520521ece4a3b5c17677e9609,"['init_variables_with_default_value', 'use_nested_if']",1.9319677352905276,[],[],[],[]
082ed9ae36dd6c067358fd3d5e33bfac,"['init_variables_with_default_value', 'use_multiple_require']",1.952697992324829,[],[],[],[]
083e60356eeecf6edf0e82b79f66a4ba,['use_nested_if'],1.9554028511047363,[],[],[],[]
0844098b324a67a70124607068ac7531,"['init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_nested_if', 'use_ownable2step', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.7805922031402588,[],[],[],[]
089e01197d3c63c63adec44544b827d0,['use_nested_if'],1.6240291595458984,[],[],[],[]
0901241c8dd29426865fcbbe5ba3b634,['use_nested_if'],1.884965419769287,[],[],[],[]
0904f5cd5104cac94777d76aa749a177,"['state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.982100486755371,[],[],[],[]
0915cc5a3af79fd77f0e6fa6f9cea662,['inefficient_state_variable_increment'],2.1311354637146,[],[],[],[]
092bef56912fc2d068ff495b84c5981c,safe,1.840664625167847,[],[],[],[]
0941822b02321250c9ba3d7e4f799fb9,"['array_length_outside_loop', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9827466011047363,[],[],[],[]
0970ec7cf5331089986386e015e189a9,"['use_multiple_require', 'use_nested_if']",1.6329622268676758,[],[],[],[]
097876cc71b434c46e9ed75f0f353a39,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.684812068939209,[],[],[],[]
0999db04d3a85b942cb70b14f4c343bb,['use_nested_if'],1.6413943767547607,[],[],[],[]
09abd8e8b828291ae4117d74efb2c3b2,safe,1.93265438079834,[],[],[],[]
09bcbbdaf41339b5d100fc390eca9522,"['inefficient_state_variable_increment', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.840193033218384,[],[],[],[]
09f84bfb308def5ee3e34c2fcfeeccc1,"['inefficient_state_variable_increment', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9834470748901367,[],[],[],[]
0a657914023ad144786c19dd4d3c02c8,"['array_length_outside_loop', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_custom_error_not_require', 'use_nested_if', 'use_ownable2step', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.9588375091552732,[],[],[],[]
0a7dcd7ad58d91e0373b21e4e4522cdf,safe,1.800266981124878,[],[],[],[]
0ad31049154df70d7a12c76e3147f1b3,['non_payable_constructor'],1.9022586345672607,[],[],[],[]
0adbb9434478f6977b5a383b1c5515a2,"['use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.8625366687774656,[],[],[],[]
0aef6c211111272d7254889fc692314e,"['state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_increment_not_postfix']",1.9252605438232424,[],[],[],[]
0b1332e23b1204f98d5d2284a541dabe,"['array_length_outside_loop', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_custom_error_not_require', 'use_multiple_require', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix', 'use_short_revert_string']",2.4083058834075928,[],[],[],[]
0b15062b3b1ad7158064ee8a49e9aea5,safe,1.591222047805786,[],[],[],[]
0b2d384962f5196008851f821bf8310d,"['use_multiple_require', 'use_ownable2step']",1.969928741455078,[],[],[],[]
0b4e8eb359864e1ebeab51328cd56bdc,['non_payable_constructor'],1.922445297241211,[],[],[],[]
0b6b4b6801e2923eefbab61b93adf5ee,safe,1.6682283878326416,[],[],[],[]
0b7fdbde9c5fb131df885e99abfd11ae,['non_payable_constructor'],1.6423060894012451,[],[],[],[]
0ba1a56bedc9564da325d5d04b095dda,"['inefficient_state_variable_increment', 'init_variables_with_default_value', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.050771474838257,[],[],[],[]
0bb4abd4e814830462937febb9ed8bbb,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_ownable2step', 'use_prefix_increment_not_postfix']",2.030090570449829,[],[],[],[]
0bc87b374140bf4b45301142388b1ac2,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.938443660736084,[],[],[],[]
0bf4f7d5f0d218b8bb43d1b754bf02f4,['use_prefix_increment_not_postfix'],1.657191038131714,[],[],[],[]
0c0352806607ebee1075b7560fff11e1,safe,1.8731942176818848,[],[],[],[]
0c0e4d519a4ee4389b9292f0b149f2d4,safe,2.0022947788238525,[],[],[],[]
0c11eade660c549fd30cc7b4007f6ef2,safe,1.5137360095977783,[],[],[],[]
0c1dd2d929bd99da1cb41086bb9e58c6,safe,1.9088664054870603,[],[],[],[]
0c667b09db9b8c8567bf5d4a55930660,['inefficient_state_variable_increment'],1.9060285091400144,[],[],[],[]
0c7b631a8ef6749bf461c2a5c41b1c3b,['use_nested_if'],1.9251408576965328,[],[],[],[]
0cd3887e363031fd0f04b1d477509287,"['inefficient_state_variable_increment', 'non_payable_constructor', 'use_prefix_increment_not_postfix']",1.9341607093811035,[],[],[],[]
0cdbbeab4de6b46689588c1ae5d2e97c,['init_variables_with_default_value'],1.8843910694122317,[],[],[],[]
0cdc64278f3169e4b4be494f50a9067f,['use_nested_if'],1.9387803077697756,[],[],[],[]
0d2598d06a3dc507babe4fccc4325eb3,"['array_length_outside_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_ownable2step', 'use_prefix_increment_not_postfix']",1.905622482299805,[],[],[],[]
0d344ac02d0d888ab77c448773a07394,"['init_variables_with_default_value', 'use_nested_if']",1.637763738632202,[],[],[],[]
0d379be1f89da0c9303fb0bf0000422d,safe,1.8836827278137207,[],[],[],[]
0d45253014762b2d7f59265e47c70f34,"['inefficient_state_variable_increment', 'non_payable_constructor']",1.869212865829468,[],[],[],[]
0d723ab4aa14119693f9deaaf0c196d6,['use_prefix_increment_not_postfix'],1.8952698707580569,[],[],[],[]
0d8fa90a6d3b16bb345153356933a128,"['init_variables_with_default_value', 'use_custom_error_not_require', 'use_prefix_increment_not_postfix', 'use_short_revert_string']",1.9900808334350584,[],[],[],[]
0db12d1b91cbb09e7a3e59f1b5473b25,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",2.1370034217834477,[],[],[],[]
0dbc325aa6f6923e3a4a925e3830c38a,"['array_length_outside_loop', 'init_variables_with_default_value', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_custom_error_not_require', 'use_multiple_require']",1.907775640487671,[],[],[],[]
0ddd1c046d2a572672c87f87e287a176,"['inefficient_state_variable_increment', 'init_variables_with_default_value', 'non_payable_constructor', 'use_prefix_increment_not_postfix']",1.7473225593566897,[],[],[],[]
0dff59e2f4b1587ce1c7be44319374f0,"['init_variables_with_default_value', 'use_prefix_increment_not_postfix']",2.0400898456573486,[],[],[],[]
0e1b80c5f3440ddd47be788830589f56,safe,1.5468499660491943,[],[],[],[]
0e3e5cbab09da8bcf8039cb5bf0c6a80,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.091813087463379,[],[],[],[]
0e789ab19989ffb72550692cf458110a,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.6605143547058103,[],[],[],[]
0e7d44697efe5ffbd4a6888f9254516c,['non_payable_constructor'],1.785593032836914,[],[],[],[]
0e9b2182ea72fab1e822f0bebe52f9e6,"['array_length_outside_loop', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop']",1.96211051940918,[],[],[],[]
0eb1fc37f587269ee4b223e2eb439acc,safe,1.8595495223999023,[],[],[],[]
0ef334fcec6f55741d06af6797035a20,safe,1.8375575542449951,[],[],[],[]
0f38a6a31712df8e7e341cd036fd9aa5,['use_nested_if'],1.6797032356262207,[],[],[],[]
0f455b192d1356519b25a44a5a8651c1,"['unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9616038799285889,[],[],[],[]
0f77d5a3a5121cabb56b39ee1e11aac4,"['init_variables_with_default_value', 'non_payable_constructor', 'use_custom_error_not_require']",1.9320669174194336,[],[],[],[]
0f7db6bbb35fa3a203c4b3c1356cfd47,"['non_payable_constructor', 'use_prefix_increment_not_postfix']",1.940257787704468,[],[],[],[]
0ff11b304c2e7f92e378fdd21395dd89,['use_ownable2step'],1.9121811389923096,[],[],[],[]
100d53aa3384faa6ee27ce526aea434f,['use_prefix_increment_not_postfix'],1.9253294467926023,[],[],[],[]
1020c7a5a1e66176cb2abbfe15a32219,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.017750740051269,[],[],[],[]
102a618824753eaad17a77509c445010,['non_payable_constructor'],1.6077208518981934,[],[],[],[]
10343475be320666b3b64f6794c90ebd,"['init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_increment_not_postfix']",1.978522777557373,[],[],[],[]
103f78e596a4b77440769c0b5a20fcee,"['non_payable_constructor', 'use_nested_if', 'use_ownable2step']",1.878528118133545,[],[],[],[]
104f0bb37ed8235a5567542988a0eef4,"['inefficient_state_variable_increment', 'init_variables_with_default_value']",1.5702555179595947,[],[],[],[]
1050358a62aaed597822af6ce23b8197,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.0552241802215576,[],[],[],[]
10a0dbd8490e8e1d2369b66bf7ea6c0c,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.0022666454315186,[],[],[],[]
10b1bb45baab82b31094e99ad248881f,['use_prefix_increment_not_postfix'],1.9316413402557373,[],[],[],[]
10b7a74f271efb1a1d249bb1fd6cca40,"['init_variables_with_default_value', 'use_ownable2step']",1.70959734916687,[],[],[],[]
10b85e6a3876d6ae377495f68666844d,"['array_length_outside_loop', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_ownable2step', 'use_prefix_increment_not_postfix']",2.007633209228516,[],[],[],[]
10d8ebaeb96ae9d85c7674ef39621efd,"['init_variables_with_default_value', 'use_ownable2step']",1.9998033046722408,[],[],[],[]
10e497422f3c9e6016ceee18efbf511a,safe,1.836996078491211,[],[],[],[]
110268472a8346dcd64fd38fa5f1adc4,['use_nested_if'],1.564175367355347,[],[],[],[]
1103114e849561bb06a6bc4d7d000a0f,"['init_variables_with_default_value', 'use_multiple_require', 'use_ownable2step']",1.923633337020874,[],[],[],[]
110a2d9d5afe9c2cee6d98fe6f0d6dbb,"['inefficient_state_variable_increment', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.6854333877563477,[],[],[],[]
1149b94c18c82d758c7807100f960103,"['use_nested_if', 'use_prefix_increment_not_postfix']",1.9581434726715088,[],[],[],[]
116d27375e8107743f7afa67c0e66c5f,safe,1.919849634170532,[],[],[],[]
1193cc3aedbade2c62c60f272cab636e,"['non_payable_constructor', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_increment_not_postfix']",1.7081801891326904,[],[],[],[]
11aca172784c464d9fd5c88f698ac350,"['inefficient_state_variable_increment', 'init_variables_with_default_value', 'use_nested_if']",1.6251885890960691,[],[],[],[]
121a74e190e7b54f05a84a2673463b55,['use_ownable2step'],2.045254945755005,[],[],[],[]
12232158c649c2dd6591ae7adf8d4b0d,safe,1.6757895946502686,[],[],[],[]
122bd31ed8e2a77782bf1035f355b764,"['init_variables_with_default_value', 'use_nested_if']",1.6596312522888184,[],[],[],[]
12482a4b557878f2f13154f65501464b,"['init_variables_with_default_value', 'non_payable_constructor', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9899368286132808,[],[],[],[]
1254659edbfc0e614e3a5940a9d25ff5,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'init_variables_with_default_value', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_nested_if', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.84548020362854,[],[],[],[]
12645b34852f3ce8d47bc4bd68ec5bf2,['use_nested_if'],1.887288808822632,[],[],[],[]
1268bd79d09ef5075c1c8cde6708bffd,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_ownable2step', 'use_prefix_increment_not_postfix']",1.8758833408355715,[],[],[],[]
1275a60f21eca2a024c57a0645803fc6,safe,1.902059555053711,[],[],[],[]
1277006e5ed70091eab8a8371950f2d1,"['use_custom_error_not_require', 'use_prefix_increment_not_postfix', 'use_short_revert_string']",2.0308632850646973,[],[],[],[]
12a26b92d91099ce48b97195faf7740f,['init_variables_with_default_value'],1.9487013816833496,[],[],[],[]
12ac60470e43cb8582624a857408482f,['use_nested_if'],1.5909934043884275,[],[],[],[]
12cb73a15ca26bf59c4183bd067c5906,['use_custom_error_not_require'],1.950901746749878,[],[],[],[]
12d3b6e46ba8276510e366c348bc13cf,safe,1.6211016178131104,[],[],[],[]
12f435b9c05e4a750edac10375d7128a,"['init_variables_with_default_value', 'use_nested_if']",1.9464116096496584,[],[],[],[]
13371f6fcfda3a0fb88e0d404700725f,"['use_nested_if', 'use_prefix_increment_not_postfix']",1.882174491882324,[],[],[],[]
133aefc4f4e851bf0a66685b388461e0,['init_variables_with_default_value'],1.7047123908996582,[],[],[],[]
135bb133e250c101c1bb70d988989f15,['use_ownable2step'],1.937051773071289,[],[],[],[]
1364094cf4b69a0af5d2f20e4209bd68,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_multiple_require', 'use_nested_if', 'use_prefix_increment_not_postfix']",2.0033984184265137,[],[],[],[]
13a536e246c7194c89654b9e4e529d95,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_nested_if', 'use_prefix_increment_not_postfix']",1.9204623699188232,[],[],[],[]
13a5bb3f51f462630818a1827e88982c,['use_nested_if'],1.954732179641724,[],[],[],[]
13ad1dbd6f3646ec41535cd1dc3bc01f,['use_nested_if'],1.960964918136597,[],[],[],[]
13c35b7783bc190e74b7d3b0269f2fd7,safe,1.5816080570220947,[],[],[],[]
1409eb02f72cd802b4f08b2f42aaa5f9,"['array_length_outside_loop', 'non_payable_constructor', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_ownable2step', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.5947697162628174,[],[],[],[]
1447d0e6626f4acc11c127a76405ed54,['use_nested_if'],1.6525599956512451,[],[],[],[]
1472b670cce841c4d8d59713d7ecb061,safe,1.63238525390625,[],[],[],[]
148d743b221f86c98f6a20b7ca1427e3,safe,1.535985231399536,[],[],[],[]
149203d00c4bb5664dda100d6eb2db6b,"['array_length_outside_loop', 'inefficient_state_variable_increment', 'init_variables_with_default_value', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_increment_not_postfix']",2.0535190105438232,[],[],[],[]
1493bd69dd6c68eaa0a679ca252d5f5a,safe,1.5983521938323977,[],[],[],[]
14a8bbda468794fcd892b35ed3832087,"['non_payable_constructor', 'use_multiple_require']",1.6051499843597412,[],[],[],[]
14e3d9c49f3c25df62c27c465e6e470c,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",1.6839044094085691,[],[],[],[]
1502cf8839cd5b3d4f28f2899c18ce7e,safe,1.9365713596343996,[],[],[],[]
154a050ab0b1d12ebd63f35d588770ca,"['init_variables_with_default_value', 'use_multiple_require', 'use_nested_if', 'use_ownable2step']",1.5967967510223389,[],[],[],[]
156fc36e6b8f1690a122490f92850a9b,"['array_length_outside_loop', 'state_variable_read_in_a_loop', 'unnecessary_checked_arithmetic_in_loop', 'use_prefix_decrement_not_postfix', 'use_prefix_increment_not_postfix']",2.011308431625366,[],[],[],[]
157b31a99f78f28a4c608530ae3c17a3,safe,1.876650094985962,[],[],[],[]
15c7b09fde87ff4c25709229e8d86e9f,"['init_variables_with_default_value', 'use_prefix_increment_not_postfix']",1.891735553741455,[],[],[],[]
15f0f5d0a9c293644706e36c2e3e79cb,['use_nested_if'],2.001820802688598,[],[],[],[]
