contractAddress,Solhint_Labels,Solhint_AnalysisTime,Solhint_SWC_Code,Solhint_SWC_Title,Solhint_DASP_Rank,Solhint_DASP_Title
9595c31849e19c65ec423fbd5035a595,['error'],.968079907,['error'],['error'],['error'],['error']
59f438041a2de5dbd6af27db74567660,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' 'mark-callable-contracts' nan]",.752666599,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
dc2bf8112b5a1f0f0e46007727ee4f5b,"['one-contract-per-file' 'compiler-version' 'contract-name-camelcase'
 'func-visibility' 'quotes' 'explicit-types' 'reason-string'
 'custom-errors' 'mark-callable-contracts' nan]",.694893197,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
8f7ae3d52fc17414ed141f1cb4fe3ed0,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'var-name-mixedcase' 'reason-string' 'custom-errors' 'explicit-types'
 'func-visibility' 'mark-callable-contracts' 'func-name-mixedcase'
 'not-rely-on-time' 'reentrancy' nan]",.690728801,"[102.0, 108.0, 100.0, 116.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Block values as a proxy for time', 'Reentrancy']","[10, 8, 1]","['Unknown Unknowns', 'Time manipulation', 'Reentrancy']"
9eb97ca8a665e2fe3e2f85eb28caaf9d,"['one-contract-per-file' 'compiler-version' 'explicit-types' 'avoid-throw'
 'func-visibility' 'no-empty-blocks' 'mark-callable-contracts'
 'state-visibility' 'payable-fallback' 'avoid-low-level-calls'
 'avoid-call-value' 'no-unused-vars' nan]",.748452354,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
efe5ebd718c6afa9c24214bb4373b40d,"['one-contract-per-file' 'compiler-version' 'avoid-throw'
 'func-visibility' 'no-empty-blocks' 'explicit-types' 'state-visibility'
 'mark-callable-contracts' 'avoid-low-level-calls' 'avoid-call-value'
 'visibility-modifier-order' 'payable-fallback' nan]",.874605623,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
a25eaf6c167062c2d664cebccee1c0c6,"['one-contract-per-file' 'compiler-version' 'contract-name-camelcase'
 'func-visibility' 'quotes' 'not-rely-on-time' 'avoid-throw'
 'mark-callable-contracts' 'avoid-tx-origin' nan]",.703773725,"[102.0, 100.0, 116.0, 115.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Block values as a proxy for time', 'Authorization through tx.origin']","[10, 8, 2]","['Unknown Unknowns', 'Time manipulation', 'Access Control']"
17b9b05e6a5a9ebc217790cca9af537d,"['compiler-version' 'max-states-count' 'explicit-types' 'state-visibility'
 'func-visibility' 'avoid-throw' 'not-rely-on-time' 'avoid-tx-origin'
 'mark-callable-contracts' 'not-rely-on-block-hash' 'reentrancy'
 'multiple-sends' nan]",.693760104,"[102.0, 108.0, 100.0, 116.0, 115.0, 120.0, 107.0, 113.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Block values as a proxy for time', 'Authorization through tx.origin', 'Weak Sources of Randomness from Chain Attributes', 'Reentrancy', 'DoS with Failed Call']","[10, 8, 2, 6, 1, 5]","['Unknown Unknowns', 'Time manipulation', 'Access Control', 'Bad Randomness', 'Reentrancy', 'DoS']"
5b2d5d9f0b175c925807af7945344b72,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'explicit-types' 'func-name-mixedcase' 'contract-name-camelcase'
 'state-visibility' 'const-name-snakecase' 'var-name-mixedcase'
 'mark-callable-contracts' 'no-unused-vars' 'no-empty-blocks'
 'visibility-modifier-order' 'no-inline-assembly' 'avoid-throw' 'quotes'
 'reentrancy' nan]",.816155059,"[102.0, 100.0, 108.0, 107.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Reentrancy']","[10, 1]","['Unknown Unknowns', 'Reentrancy']"
ebf9a12353f50c3020be7a9e435cccd4,['compiler-version' 'explicit-types' 'func-visibility' 'avoid-throw' nan],1.421812884,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
0d45253014762b2d7f59265e47c70f34,"['compiler-version' 'contract-name-camelcase' 'state-visibility'
 'explicit-types' 'visibility-modifier-order' nan]",1.494200572,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
dfb5e171d127be05bb85ece327756da5,"['one-contract-per-file' 'compiler-version' 'custom-errors'
 'state-visibility' 'explicit-types' 'var-name-mixedcase'
 'func-name-mixedcase' 'reason-string' 'reentrancy'
 'avoid-low-level-calls' 'avoid-call-value' 'quotes' 'payable-fallback'
 nan]",.742744946,"[102.0, 108.0, 107.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy', 'Unchecked Call Return Value']","[10, 1, 4]","['Unknown Unknowns', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
7dd18947d3efac54b62c6a39ba041466,['compiler-version' 'explicit-types' 'reason-string' 'custom-errors' nan],.713276508,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
ec3a556742f883e7d185dc9d92b2e517,"['compiler-version' 'explicit-types' 'reason-string' 'custom-errors'
 'mark-callable-contracts' 'avoid-low-level-calls' 'avoid-call-value' nan]",.723021644,"[102.0, 104.0]","['Outdated Compiler Version', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
965d1c5fdf46282f799cc3bb7e29770d,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'reason-string' 'custom-errors' 'func-name-mixedcase' 'explicit-types'
 nan]",.733459004,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
c95eab7cb390c02c35b58527b2853485,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'state-visibility' 'var-name-mixedcase'
 'func-name-mixedcase' 'reentrancy' 'avoid-low-level-calls'
 'avoid-call-value' 'max-states-count' 'mark-callable-contracts' nan]",.758414829,"[102.0, 108.0, 107.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy', 'Unchecked Call Return Value']","[10, 1, 4]","['Unknown Unknowns', 'Reentrancy', 'Unchecked Return Values For Low Level Calls']"
51b82cd091f192493f43dd2934e1b2fc,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'explicit-types' 'func-name-mixedcase' 'contract-name-camelcase'
 'state-visibility' 'const-name-snakecase' 'var-name-mixedcase'
 'mark-callable-contracts' 'no-unused-vars' 'no-empty-blocks'
 'visibility-modifier-order' 'no-inline-assembly' 'avoid-throw'
 'avoid-sha3' 'reason-string' 'custom-errors' 'max-states-count'
 'event-name-camelcase' 'no-complex-fallback' 'reentrancy' nan]",.973914605,"[102.0, 100.0, 108.0, 107.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Reentrancy']","[10, 5, 1]","['Unknown Unknowns', 'DoS', 'Reentrancy']"
d13fdf3c09cdc6be10c4a23c84872801,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'var-name-mixedcase'
 'func-name-mixedcase' 'not-rely-on-time' 'state-visibility'
 'mark-callable-contracts' nan]",.757403859,"[102.0, 116.0, 108.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
25da2b1b1e77bba58cf234eac71ad996,"['compiler-version' 'state-visibility' 'explicit-types' 'reason-string'
 'custom-errors' nan]",.673349112,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
dfa832e10daf56a32699db3250437f77,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' nan]",.729432584,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
f643dbc3bfb94b20c1b275ca79c8646e,['compiler-version' 'reason-string' 'custom-errors' nan],.647754508,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
36a8d214d776783849bbd6c36d8efd3c,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'func-name-mixedcase' 'contract-name-camelcase' 'no-inline-assembly'
 'mark-callable-contracts' 'state-visibility' 'const-name-snakecase'
 'var-name-mixedcase' 'visibility-modifier-order' 'reason-string'
 'custom-errors' nan]",.946177204,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
01dd4a2eacf1f751bcf9070bca20c3a2,"['compiler-version' 'func-name-mixedcase' 'state-visibility'
 'no-empty-blocks' 'reason-string' 'custom-errors'
 'mark-callable-contracts' nan]",1.371303839,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
cfc47ebc88ae67c25c2961c2f9aca2a6,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'contract-name-camelcase' 'state-visibility' 'const-name-snakecase'
 'explicit-types' 'reason-string' 'custom-errors' 'no-complex-fallback'
 nan]",.746433206,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']","[10, 5]","['Unknown Unknowns', 'DoS']"
486df61daddf1427e8c3271b508d554a,"['compiler-version' 'contract-name-camelcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'avoid-tx-origin' 'state-visibility' nan]",.684715701,"[102.0, 115.0, 108.0]","['Outdated Compiler Version', 'Authorization through tx.origin', 'State Variable Default Visibility']","[10, 2]","['Unknown Unknowns', 'Access Control']"
43b3a5495b7c935c55cc97f0d62111b5,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'var-name-mixedcase' 'func-name-mixedcase' 'reason-string'
 'custom-errors' 'reentrancy' 'quotes' 'visibility-modifier-order'
 'max-states-count' 'explicit-types' 'event-name-camelcase'
 'contract-name-camelcase' 'mark-callable-contracts' 'not-rely-on-time'
 nan]",1.528199222,"[102.0, 108.0, 107.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy', 'Block values as a proxy for time']","[10, 1, 8]","['Unknown Unknowns', 'Reentrancy', 'Time manipulation']"
6b6a8dfd8e972fc8210eb8c8350036d3,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'mark-callable-contracts' 'state-visibility'
 'payable-fallback' 'avoid-throw' 'quotes' 'avoid-low-level-calls'
 'avoid-sha3' nan]",.693297246,"[102.0, 100.0, 108.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
b20557f8492c066371c4b71436181689,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'visibility-modifier-order' 'mark-callable-contracts'
 'state-visibility' nan]",.716158048,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
814a9f9ceedc8c5059d301ce58bc3a51,"['compiler-version' 'var-name-mixedcase' 'func-name-mixedcase'
 'mark-callable-contracts' 'visibility-modifier-order' 'reason-string'
 'custom-errors' 'avoid-low-level-calls' 'avoid-call-value' nan]",.659094446,"[102.0, 104.0]","['Outdated Compiler Version', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
82f07116ae65b2cfbb79bb9b0b985a56,"['one-contract-per-file' 'compiler-version' 'contract-name-camelcase'
 'func-visibility' 'quotes' 'avoid-throw' 'mark-callable-contracts'
 'payable-fallback' nan]",.654371493,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
2596839d2345f66c2722d4cfed4eec5e,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'mark-callable-contracts' 'explicit-types' nan]",.646687609,"[102.0, 100.0]","['Outdated Compiler Version', 'Function Default Visibility']",[10],['Unknown Unknowns']
937fce5301f17228271e13f48fc9ac89,"['compiler-version' 'contract-name-camelcase' 'reason-string'
 'custom-errors' nan]",.630557613,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
b1523f4fa53a0d4a093da369e2e796b2,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'func-visibility' 'reason-string' 'custom-errors'
 'visibility-modifier-order' 'mark-callable-contracts' 'avoid-throw'
 'no-unused-vars' 'max-states-count' 'var-name-mixedcase'
 'not-rely-on-time' 'state-visibility' nan]",.992072121,"[102.0, 100.0, 116.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
196fdafa09f4801b6d5ff867976a19c3,"['one-contract-per-file' 'compiler-version' 'func-name-mixedcase'
 'visibility-modifier-order' 'not-rely-on-time' 'state-visibility'
 'var-name-mixedcase' 'explicit-types' 'reason-string' 'custom-errors'
 'max-states-count' nan]",.732166520,"[102.0, 116.0, 108.0]","['Outdated Compiler Version', 'Block values as a proxy for time', 'State Variable Default Visibility']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
d8fde2db7a33dfd514317f4d1be94f63,"['one-contract-per-file' 'compiler-version' 'state-visibility'
 'explicit-types' 'var-name-mixedcase' 'func-name-mixedcase'
 'avoid-low-level-calls' 'avoid-call-value' 'reason-string'
 'custom-errors' 'reentrancy' 'max-states-count' 'mark-callable-contracts'
 'no-complex-fallback' nan]",.763932400,"[102.0, 108.0, 104.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Unchecked Call Return Value', 'Reentrancy']","[10, 4, 1, 5]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls', 'Reentrancy', 'DoS']"
91839164afb8f5cca082e9b4bf03d43d,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' nan]",.746991775,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
98a6aaebae6d769ed139c7f6f790b474,"['compiler-version' 'func-name-mixedcase' 'explicit-types'
 'var-name-mixedcase' 'reason-string' 'custom-errors' 'avoid-tx-origin'
 'avoid-low-level-calls' 'avoid-call-value' 'state-visibility' nan]",.740083190,"[102.0, 115.0, 104.0, 108.0]","['Outdated Compiler Version', 'Authorization through tx.origin', 'Unchecked Call Return Value', 'State Variable Default Visibility']","[10, 2, 4]","['Unknown Unknowns', 'Access Control', 'Unchecked Return Values For Low Level Calls']"
0eb1fc37f587269ee4b223e2eb439acc,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'avoid-throw' 'visibility-modifier-order' 'state-visibility'
 'mark-callable-contracts' 'no-inline-assembly' nan]",.767377333,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
b79acb07be86c013a5a860ed1f3df20e,"['compiler-version' 'max-states-count' 'state-visibility'
 'var-name-mixedcase' 'func-name-mixedcase' 'reason-string'
 'custom-errors' 'reentrancy' 'quotes' 'visibility-modifier-order'
 'explicit-types' 'not-rely-on-time' nan]",.777954055,"[102.0, 108.0, 107.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy', 'Block values as a proxy for time']","[10, 1, 8]","['Unknown Unknowns', 'Reentrancy', 'Time manipulation']"
f0f4963676f6caf31ce911ac8132321e,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'state-visibility' 'mark-callable-contracts'
 'not-rely-on-time' nan]",.719466171,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
feb17ef91c400af0157e66dab2d90ec9,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'visibility-modifier-order' 'var-name-mixedcase' 'reason-string'
 'custom-errors' 'state-visibility' 'avoid-low-level-calls'
 'avoid-call-value' 'avoid-sha3' 'mark-callable-contracts'
 'no-inline-assembly' nan]",.759461405,"[102.0, 108.0, 104.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
362ebb645a4a9974a6fc143867e8ed3e,"['compiler-version' 'contract-name-camelcase' 'reason-string'
 'custom-errors' nan]",.856237161,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
0761a37c97dccdc9d7f9d036e8588207,"['one-contract-per-file' 'compiler-version' 'contract-name-camelcase'
 'state-visibility' 'var-name-mixedcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'reentrancy' 'quotes'
 'visibility-modifier-order' 'max-states-count' 'explicit-types' nan]",.754073387,"[102.0, 108.0, 107.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Reentrancy']","[10, 1]","['Unknown Unknowns', 'Reentrancy']"
168c5801595d4c0592a76a52a2638e0e,"['compiler-version' 'explicit-types' 'state-visibility'
 'const-name-snakecase' 'func-visibility' 'avoid-throw' 'reentrancy'
 'mark-callable-contracts' 'not-rely-on-time' 'multiple-sends'
 'no-empty-blocks' nan]",.704105037,"[102.0, 108.0, 100.0, 107.0, 116.0, 113.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Reentrancy', 'Block values as a proxy for time', 'DoS with Failed Call']","[10, 1, 8, 5]","['Unknown Unknowns', 'Reentrancy', 'Time manipulation', 'DoS']"
21710e27b1c3edac6f77eab471f72c08,"['one-contract-per-file' 'compiler-version' 'reason-string'
 'custom-errors' 'explicit-types' 'quotes' 'state-visibility'
 'mark-callable-contracts' 'visibility-modifier-order'
 'no-inline-assembly' 'no-complex-fallback' nan]",1.422673519,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']","[10, 5]","['Unknown Unknowns', 'DoS']"
b8b90e17d4c41be7659648aa3d1ba7f6,['compiler-version' 'no-empty-blocks' nan],.668447393,[102.0],['Outdated Compiler Version'],[10],['Unknown Unknowns']
fcdd06c3d73f2425c50916d0116ae936,"['one-contract-per-file' 'compiler-version' 'explicit-types'
 'reason-string' 'custom-errors' 'quotes' 'state-visibility'
 'mark-callable-contracts' 'visibility-modifier-order'
 'no-inline-assembly' 'no-complex-fallback' nan]",.989040011,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']","[10, 5]","['Unknown Unknowns', 'DoS']"
0689868d0f2bb3d567f68060207b0c84,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'no-empty-blocks' 'explicit-types' 'quotes' 'state-visibility'
 'no-unused-vars' 'mark-callable-contracts' 'payable-fallback'
 'avoid-throw' nan]",.729332876,"[102.0, 100.0, 108.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
eeb8a715772f7bb64bc4c900eb83b124,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'reason-string' 'custom-errors' 'explicit-types'
 'contract-name-camelcase' 'state-visibility' 'not-rely-on-time'
 'mark-callable-contracts' 'no-unused-vars' nan]",.775803712,"[102.0, 100.0, 108.0, 116.0]","['Outdated Compiler Version', 'Function Default Visibility', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
7f952b5e12ba42f73e89998f14c1c7f6,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'var-name-mixedcase' 'const-name-snakecase'
 'explicit-types' 'not-rely-on-time' 'reason-string' 'custom-errors'
 'func-name-mixedcase' 'mark-callable-contracts' nan]",.766700839,"[102.0, 108.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Block values as a proxy for time']","[10, 8]","['Unknown Unknowns', 'Time manipulation']"
5ed7a351b37a1f783a692e7711c97fa2,"['compiler-version' 'state-visibility' 'var-name-mixedcase' 'avoid-throw'
 'payable-fallback' 'func-visibility' 'mark-callable-contracts'
 'not-rely-on-block-hash' 'not-rely-on-time' 'explicit-types' nan]",.683473490,"[102.0, 108.0, 100.0, 120.0, 116.0]","['Outdated Compiler Version', 'State Variable Default Visibility', 'Function Default Visibility', 'Weak Sources of Randomness from Chain Attributes', 'Block values as a proxy for time']","[10, 6, 8]","['Unknown Unknowns', 'Bad Randomness', 'Time manipulation']"
7167040d12494e69e1c42de4b0f8bea2,"['compiler-version' 'var-name-mixedcase' 'no-complex-fallback'
 'reason-string' 'custom-errors' 'mark-callable-contracts'
 'func-name-mixedcase' 'visibility-modifier-order' nan]",1.354049682,[102.0],['Outdated Compiler Version'],"[10, 5]","['Unknown Unknowns', 'DoS']"
48c0387aafc434bc6f6109af85a22e87,"['compiler-version' 'contract-name-camelcase' 'func-name-mixedcase'
 'reason-string' 'custom-errors' 'avoid-tx-origin' 'state-visibility' nan]",.680267906,"[102.0, 115.0, 108.0]","['Outdated Compiler Version', 'Authorization through tx.origin', 'State Variable Default Visibility']","[10, 2]","['Unknown Unknowns', 'Access Control']"
838c6d19738bee6a6a8a3ab47997fe90,['compiler-version' 'state-visibility' 'reason-string' 'custom-errors' nan],.706401778,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
967ce62c4cc1c383c19f985120904af9,"['one-contract-per-file' 'compiler-version' 'visibility-modifier-order'
 'state-visibility' 'const-name-snakecase' 'explicit-types'
 'reason-string' 'custom-errors' 'func-name-mixedcase' nan]",.750462259,"[102.0, 108.0]","['Outdated Compiler Version', 'State Variable Default Visibility']",[10],['Unknown Unknowns']
2ad455fca27f80c82c8003151942be9a,"['compiler-version' 'contract-name-camelcase' 'reason-string'
 'custom-errors' 'reentrancy' 'visibility-modifier-order' nan]",.760905455,"[102.0, 107.0]","['Outdated Compiler Version', 'Reentrancy']","[10, 1]","['Unknown Unknowns', 'Reentrancy']"
a165ee7c076de1c22d895f6e6073b589,"['one-contract-per-file' 'compiler-version' 'func-visibility'
 'explicit-types' 'avoid-sha3' 'avoid-throw' 'mark-callable-contracts'
 'avoid-low-level-calls' 'avoid-call-value' nan]",.670165973,"[102.0, 100.0, 104.0]","['Outdated Compiler Version', 'Function Default Visibility', 'Unchecked Call Return Value']","[10, 4]","['Unknown Unknowns', 'Unchecked Return Values For Low Level Calls']"
